County,TotalPop,IncomePerCap,Poverty,Id,%Poverty,cases,deaths,TotalCases,TotalDeaths,TotalCasesper100k,TotalDeathsper100k
"Liberty County, Montana",2245,36525,13.9,1700,0.619153675,11506,107,11506,107,0.11506,0.00107
"Liberty County, Texas",79884,314089,231.2,1701,0.289419659,660009,15227,660009,15227,6.60009,0.15227
"Licking County, Ohio",170678,895127,419.5,1702,0.24578446,1281127,19231,1281127,19231,12.81127,0.19231
"Limestone County, Alabama",91695,408805,259.1,1703,0.282567206,927108,9478,927108,9478,9.27108,0.09478
"Limestone County, Texas",23480,160197,173.9,1704,0.740630324,197900,4354,197900,4354,1.979,0.04354
"Lincoln County, Arkansas",13885,64206,74.9,1705,0.539431041,572853,5154,572853,5154,5.72853,0.05154
"Lincoln County, Colorado",5520,32506,28.1,1706,0.509057971,69756,200,69756,200,0.69756,0.002
"Lincoln County, Georgia",7768,49224,45.9,1707,0.590885685,73760,2120,73760,2120,0.7376,0.0212
"Lincoln County, Idaho",5296,19095,11.5,1708,0.217145015,58096,973,58096,973,0.58096,0.00973
"Lincoln County, Kansas",3121,25667,8.4,1709,0.269144505,19648,250,19648,250,0.19648,0.0025
"Lincoln County, Kentucky",24413,114738,144.9,1710,0.593536231,162588,3762,162588,3762,1.62588,0.03762
"Lincoln County, Maine",34021,299886,99.5,1711,0.292466418,39008,283,39008,283,0.39008,0.00283
"Lincoln County, Minnesota",5724,56788,22.8,1712,0.398322851,56901,139,56901,139,0.56901,0.00139
"Lincoln County, Mississippi",34542,120359,148.6,1713,0.430200915,412507,16100,412507,16100,4.12507,0.161
"Lincoln County, Missouri",54800,166778,95,1714,0.173357664,430992,2317,430992,2317,4.30992,0.02317
"Lincoln County, Montana",19249,115383,80.9,1715,0.420281573,127451,1384,127451,1384,1.27451,0.01384
"Lincoln County, Nebraska",35569,238685,96.8,1716,0.272147094,349167,3633,349167,3633,3.49167,0.03633
"Lincoln County, Nevada",5203,53741,24,1717,0.461272343,29190,108,29190,108,0.2919,0.00108
"Lincoln County, New Mexico",19497,129986,84.3,1718,0.432374211,134652,1464,134652,1464,1.34652,0.01464
"Lincoln County, North Carolina",80504,501374,266.5,1719,0.331039451,759075,4767,759075,4767,7.59075,0.04767
"Lincoln County, Oklahoma",34759,169049,97.9,1720,0.281653672,266053,4769,266053,4769,2.66053,0.04769
"Lincoln County, Oregon",47307,455726,299.6,1721,0.633310081,153979,3117,153979,3117,1.53979,0.03117
"Lincoln County, South Dakota",53147,418392,36.2,1722,0.06811297,849251,7128,849251,7128,8.49251,0.07128
"Lincoln County, Tennessee",33543,222554,138.3,1723,0.412306592,370082,3750,370082,3750,3.70082,0.0375
"Lincoln County, Washington",10344,108619,51.3,1724,0.495939675,29751,524,29751,524,0.29751,0.00524
"Lincoln County, West Virginia",21241,95240,129.1,1725,0.607786827,97648,942,97648,942,0.97648,0.00942
"Lincoln County, Wisconsin",27994,290105,89.9,1726,0.321140244,294525,5955,294525,5955,2.94525,0.05955
"Lincoln County, Wyoming",18791,117140,33.2,1727,0.176680326,114770,1076,114770,1076,1.1477,0.01076
"Lincoln Parish, Louisiana",47536,213804,325.5,1728,0.684744194,,,,,,
"Linn County, Iowa",220008,1409385,490.2,1729,0.22281008,2206465,42929,2206465,42929,22.06465,0.42929
"Linn County, Kansas",9602,51570,34.8,1730,0.362424495,62524,463,62524,463,0.62524,0.00463
"Linn County, Missouri",12248,114233,76.9,1731,0.627857609,53380,1405,53380,1405,0.5338,0.01405
"Linn County, Oregon",121074,513507,355.4,1732,0.293539488,324636,5949,324636,5949,3.24636,0.05949
"Lipscomb County, Texas",3495,59985,21.7,1733,0.620886981,26107,727,26107,727,0.26107,0.00727
"Litchfield County, Connecticut",184454,2104604,371.1,1734,0.201188372,1084514,49379,1084514,49379,10.84514,0.49379
"Little River County, Arkansas",12494,93779,71.5,1735,0.572274692,122502,6144,122502,6144,1.22502,0.06144
"Live Oak County, Texas",12043,92489,65.5,1736,0.543884414,117257,2126,117257,2126,1.17257,0.02126
"Livingston County, Illinois",36812,276726,135.3,1737,0.367543192,358671,6434,358671,6434,3.58671,0.06434
"Livingston County, Kentucky",9288,46246,36.9,1738,0.397286822,59032,1021,59032,1021,0.59032,0.01021
"Livingston County, Michigan",186946,2239338,361.8,1739,0.193531822,995423,14279,995423,14279,9.95423,0.14279
"Livingston County, Missouri",15025,108621,93.7,1740,0.623627288,140147,2573,140147,2573,1.40147,0.02573
"Livingston County, New York",64373,362957,227.2,1741,0.352943004,230151,3885,230151,3885,2.30151,0.03885
"Livingston Parish, Louisiana",137096,462423,244.4,1742,0.178269242,,,,,,
"Llano County, Texas",20195,230436,68,1743,0.336717009,87719,2090,87719,2090,0.87719,0.0209
"Logan County, Arkansas",21802,118757,120.7,1744,0.553618934,197257,1336,197257,1336,1.97257,0.01336
"Logan County, Colorado",21885,147655,89.6,1745,0.40941284,454806,6079,454806,6079,4.54806,0.06079
"Logan County, Illinois",29488,218190,71.9,1746,0.243827998,303028,4572,303028,4572,3.03028,0.04572
"Logan County, Kansas",2790,28549,8.9,1747,0.318996416,30581,0,30581,0,0.30581,0
"Logan County, Kentucky",26847,128363,105.7,1748,0.393712519,250379,7814,250379,7814,2.50379,0.07814
"Logan County, Nebraska",919,24624,9.7,1749,1.055495103,6714,0,6714,0,0.06714,0
"Logan County, North Dakota",1932,31952,7.5,1750,0.388198758,25769,759,25769,759,0.25769,0.00759
"Logan County, Ohio",45323,293525,157.2,1751,0.346843766,279135,3073,279135,3073,2.79135,0.03073
"Logan County, Oklahoma",45326,204388,124,1752,0.273573666,318504,1470,318504,1470,3.18504,0.0147
"Logan County, West Virginia",34428,185907,217.3,1753,0.631172302,235655,9461,235655,9461,2.35655,0.09461
"Long County, Georgia",17857,40827,40.4,1754,0.22624181,79364,1060,79364,1060,0.79364,0.0106
"Lonoke County, Arkansas",71568,403613,208.2,1755,0.29091214,569649,9429,569649,9429,5.69649,0.09429
"Lorain County, Ohio",305405,1923496,1194,1756,0.390956271,1775528,33258,1775528,33258,17.75528,0.33258
"Los Alamos County, New Mexico",18031,208314,22.4,1757,0.124230492,34200,96,34200,96,0.342,0.00096
"Los Angeles County, California",10105722,72886219,40173.9,1758,0.397536168,113447043,2122011,113447043,2122011,1134.47043,21.22011
"Loudon County, Tennessee",51024,289487,137.3,1759,0.269089056,543679,4653,543679,4653,5.43679,0.04653
"Loudoun County, Virginia",374558,3225025,248.6,1760,0.066371563,2496450,35820,2496450,35820,24.9645,0.3582
"Louisa County, Iowa",11238,82534,34.6,1761,0.307883965,186156,5127,186156,5127,1.86156,0.05127
"Louisa County, Virginia",34813,181854,76.1,1762,0.218596501,141536,1613,141536,1613,1.41536,0.01613
"Loup County, Nebraska",537,29248,8.9,1763,1.65735568,3842,0,3842,0,0.03842,0
"Love County, Oklahoma",9843,63186,40.3,1764,0.40942802,117450,549,117450,549,1.1745,0.00549
"Loving County, Texas",74,35530,17.1,1765,23.10810811,96,0,96,0,0.00096,0
"Lowndes County, Alabama",10362,74746,128.3,1766,1.238177958,200314,7675,200314,7675,2.00314,0.07675
"Lowndes County, Georgia",113941,538022,652.3,1767,0.572489271,1383999,23128,1383999,23128,13.83999,0.23128
"Lowndes County, Mississippi",59558,309519,307,1768,0.515463918,613909,16221,613909,16221,6.13909,0.16221
"Loíza Municipio, Puerto Rico",27242,84541,535.2,1769,1.964613465,,,,,,
"Lubbock County, Texas",298042,1757393,1381.9,1770,0.463659484,5470351,74025,5470351,74025,54.70351,0.74025
"Lucas County, Iowa",8600,108582,40.1,1771,0.46627907,69522,1691,69522,1691,0.69522,0.01691
"Lucas County, Ohio",433404,3084565,3129.1,1772,0.721982261,3518199,117219,3518199,117219,35.18199,1.17219
"Luce County, Michigan",6406,40796,37.4,1773,0.583827662,114893,69,114893,69,1.14893,0.00069
"Lumpkin County, Georgia",31567,93718,80.2,1774,0.254062787,294530,4505,294530,4505,2.9453,0.04505
"Luna County, New Mexico",24319,99564,190.6,1775,0.783749332,302017,5310,302017,5310,3.02017,0.0531
"Lunenburg County, Virginia",12369,57545,55.9,1776,0.451936292,50576,623,50576,623,0.50576,0.00623
"Luquillo Municipio, Puerto Rico",18952,50457,248.5,1777,1.31120726,,,,,,
"Luzerne County, Pennsylvania",318222,2685489,1656.4,1778,0.520517123,2428560,81640,2428560,81640,24.2856,0.8164
"Lycoming County, Pennsylvania",115398,772882,440.2,1779,0.381462417,645370,16900,645370,16900,6.4537,0.169
"Lyman County, South Dakota",3882,39242,50.5,1780,1.300875837,72964,1315,72964,1315,0.72964,0.01315
"Lynchburg city, Virginia",79237,434875,484.8,1781,0.61183538,,,,,,
"Lynn County, Texas",5785,80670,52.1,1782,0.900605013,63519,2041,63519,2041,0.63519,0.02041
"Lyon County, Iowa",11745,84877,14.5,1783,0.12345679,160210,2910,160210,2910,1.6021,0.0291
"Lyon County, Kansas",33302,198664,144.3,1784,0.433307309,480233,9320,480233,9320,4.80233,0.0932
"Lyon County, Kentucky",8268,57756,26.4,1785,0.319303338,41133,1536,41133,1536,0.41133,0.01536
"Lyon County, Minnesota",25789,206998,93,1786,0.360618869,361254,3375,361254,3375,3.61254,0.03375
"Lyon County, Nevada",52303,243912,156.6,1787,0.299409212,254678,4786,254678,4786,2.54678,0.04786
"Mackinac County, Michigan",10836,134814,75.1,1788,0.69306017,45749,195,45749,195,0.45749,0.00195
"Macomb County, Michigan",864019,6050280,2986.7,1789,0.345675269,7173082,354044,7173082,354044,71.73082,3.54044
"Macon County, Alabama",19358,253600,317.5,1790,1.640148776,164540,5538,164540,5538,1.6454,0.05538
"Macon County, Georgia",13675,67358,106.9,1791,0.781718464,87554,3501,87554,3501,0.87554,0.03501
"Macon County, Illinois",107587,894734,683.1,1792,0.634928012,998105,22331,998105,22331,9.98105,0.22331
"Macon County, Missouri",15319,103680,85.1,1793,0.55551929,107927,781,107927,781,1.07927,0.00781
"Macon County, North Carolina",34160,273007,153.9,1794,0.450526932,239384,1542,239384,1542,2.39384,0.01542
"Macon County, Tennessee",23239,85695,74.8,1795,0.321872714,394078,6995,394078,6995,3.94078,0.06995
"Macoupin County, Illinois",45960,356624,170.5,1796,0.370974761,383909,7636,383909,7636,3.83909,0.07636
"Madera County, California",154440,483506,497,1797,0.321807822,1534495,19880,1534495,19880,15.34495,0.1988
"Madison County, Alabama",353213,2351862,1226.2,1798,0.347155965,3139961,29809,3139961,29809,31.39961,0.29809
"Madison County, Arkansas",15907,92928,71.9,1799,0.452002263,148356,1659,148356,1659,1.48356,0.01659
"Madison County, Florida",18518,94002,156,1800,0.842423588,273253,5443,273253,5443,2.73253,0.05443
"Madison County, Georgia",28600,135395,109.7,1801,0.383566434,276366,3889,276366,3889,2.76366,0.03889
"Madison County, Idaho",38241,92202,192,1802,0.502078921,632923,1697,632923,1697,6.32923,0.01697
"Madison County, Illinois",266153,1758367,936.1,1803,0.351714991,2720149,57184,2720149,57184,27.20149,0.57184
"Madison County, Indiana",129641,851775,680.5,1804,0.524911101,1119462,37411,1119462,37411,11.19462,0.37411
"Madison County, Iowa",15720,94752,22.5,1805,0.143129771,129394,1289,129394,1289,1.29394,0.01289
"Madison County, Kentucky",88376,445575,429,1806,0.485425907,761092,4619,761092,4619,7.61092,0.04619
"Madison County, Mississippi",102212,787166,266.3,1807,0.260536923,1142911,25842,1142911,25842,11.42911,0.25842
"Madison County, Missouri",12226,61008,52.8,1808,0.431866514,142471,1210,142471,1210,1.42471,0.0121
"Madison County, Montana",7902,93703,31.7,1809,0.401164262,67110,621,67110,621,0.6711,0.00621
"Madison County, Nebraska",35062,233659,147.7,1810,0.421253779,502211,4619,502211,4619,5.02211,0.04619
"Madison County, New York",71760,449800,184.6,1811,0.257246377,315621,6514,315621,6514,3.15621,0.06514
"Madison County, North Carolina",21347,133650,107.5,1812,0.503583642,100620,2235,100620,2235,1.0062,0.02235
"Madison County, Ohio",43732,343026,118.1,1813,0.270053965,384401,4649,384401,4649,3.84401,0.04649
"Madison County, Tennessee",97887,626569,630.8,1814,0.644416521,1074821,21744,1074821,21744,10.74821,0.21744
"Madison County, Texas",13979,82510,57.1,1815,0.408469848,201678,2281,201678,2281,2.01678,0.02281
"Madison County, Virginia",13108,58973,20.2,1816,0.154104364,47656,812,47656,812,0.47656,0.00812
"Madison Parish, Louisiana",11616,77587,179,1817,1.540977961,,,,,,
"Magoffin County, Kentucky",12783,63266,125.1,1818,0.978643511,78400,102,78400,102,0.784,0.00102
"Mahaska County, Iowa",22301,185138,103.1,1819,0.462311107,220945,6583,220945,6583,2.20945,0.06583
"Mahnomen County, Minnesota",5500,41446,45.2,1820,0.821818182,44083,831,44083,831,0.44083,0.00831
"Mahoning County, Ohio",231857,1611960,1627,1821,0.701725633,1881592,81558,1881592,81558,18.81592,0.81558
"Major County, Oklahoma",7730,86581,41.6,1822,0.538163001,81739,660,81739,660,0.81739,0.0066
"Malheur County, Oregon",30421,125765,170.9,1823,0.561782979,453634,7770,453634,7770,4.53634,0.0777
"Manassas Park city, Virginia",16117,57382,20.5,1824,0.127194887,,,,,,
"Manassas city, Virginia",41379,220527,59.2,1825,0.14306774,,,,,,
"Manatee County, Florida",363542,2422645,1050.8,1826,0.289045007,3732092,84097,3732092,84097,37.32092,0.84097
"Manatí Municipio, Puerto Rico",40705,90209,431.6,1827,1.060312001,,,,,,
"Manistee County, Michigan",24432,224101,130.2,1828,0.532907662,87885,1707,87885,1707,0.87885,0.01707
"Manitowoc County, Wisconsin",79680,514667,209,1829,0.262299197,848360,6556,848360,6556,8.4836,0.06556
"Marathon County, Wisconsin",135293,785577,310,1830,0.229132328,1529241,20276,1529241,20276,15.29241,0.20276
"Marengo County, Alabama",19743,131908,160.9,1831,0.814972395,278165,5846,278165,5846,2.78165,0.05846
"Maricao Municipio, Puerto Rico",6180,11950,129.7,1832,2.098705502,,,,,,
"Maricopa County, Arizona",4155501,28023513,14695.3,1833,0.353634857,52687369,969212,52687369,969212,526.87369,9.69212
"Maries County, Missouri",8959,66467,55.9,1834,0.623953566,55330,561,55330,561,0.5533,0.00561
"Marin County, California",260814,3734706,431.7,1835,0.165520256,1845944,28309,1845944,28309,18.45944,0.28309
"Marinette County, Wisconsin",40712,314990,153.6,1836,0.377284339,495195,5683,495195,5683,4.95195,0.05683
"Marion County, Alabama",30058,176452,141.4,1837,0.470423847,321745,9429,321745,9429,3.21745,0.09429
"Marion County, Arkansas",16374,74552,82.5,1838,0.503847563,75636,1886,75636,1886,0.75636,0.01886
"Marion County, Florida",343778,1396493,1200.1,1839,0.349091565,2927235,76563,2927235,76563,29.27235,0.76563
"Marion County, Georgia",8558,40345,46,1840,0.537508764,61876,2045,61876,2045,0.61876,0.02045
"Marion County, Illinois",38305,284490,227.7,1841,0.594439368,408913,9857,408913,9857,4.08913,0.09857
"Marion County, Indiana",939964,5747699,4878.3,1842,0.518987961,10173317,272408,10173317,272408,101.73317,2.72408
"Marion County, Iowa",33127,208663,90.6,1843,0.273492921,343492,4859,343492,4859,3.43492,0.04859
"Marion County, Kansas",12087,100305,45.5,1844,0.376437495,83794,709,83794,709,0.83794,0.00709
"Marion County, Kentucky",19335,134861,102.9,1845,0.5321955,183970,2479,183970,2479,1.8397,0.02479
"Marion County, Mississippi",25466,117718,163.1,1846,0.640461792,287368,10665,287368,10665,2.87368,0.10665
"Marion County, Missouri",28703,176529,150.7,1847,0.525032227,291415,3644,291415,3644,2.91415,0.03644
"Marion County, Ohio",65483,388049,317.8,1848,0.4853168,1250434,17167,1250434,17167,12.50434,0.17167
"Marion County, Oregon",330453,1502424,889.1,1849,0.269054903,1974030,34089,1974030,34089,19.7403,0.34089
"Marion County, South Carolina",31765,146882,204.3,1850,0.643160711,317505,10062,317505,10062,3.17505,0.10062
"Marion County, Tennessee",28355,147312,104.5,1851,0.368541703,247506,3828,247506,3828,2.47506,0.03828
"Marion County, Texas",10140,103774,88.8,1852,0.875739645,50465,3272,50465,3272,0.50465,0.03272
"Marion County, West Virginia",56575,436796,344.6,1853,0.609102961,246763,2212,246763,2212,2.46763,0.02212
"Mariposa County, California",17658,174015,88.9,1854,0.503454525,35426,688,35426,688,0.35426,0.00688
"Marlboro County, South Carolina",27505,123529,179.8,1855,0.653699327,314511,4164,314511,4164,3.14511,0.04164
"Marquette County, Michigan",67145,612073,460.7,1856,0.686127038,500330,6975,500330,6975,5.0033,0.06975
"Marquette County, Wisconsin",15164,130830,59.7,1857,0.393695595,165858,2320,165858,2320,1.65858,0.0232
"Marshall County, Alabama",94738,415456,372.4,1858,0.393084085,1410112,15892,1410112,15892,14.10112,0.15892
"Marshall County, Illinois",11925,145383,50.3,1859,0.421802935,69126,1164,69126,1164,0.69126,0.01164
"Marshall County, Indiana",46752,293988,139.2,1860,0.297741273,578266,10316,578266,10316,5.78266,0.10316
"Marshall County, Iowa",40476,259926,112.8,1861,0.278683664,679691,10403,679691,10403,6.79691,0.10403
"Marshall County, Kansas",9859,112038,36.5,1862,0.370220103,86651,1727,86651,1727,0.86651,0.01727
"Marshall County, Kentucky",31177,164000,65.3,1863,0.209449274,199816,2969,199816,2969,1.99816,0.02969
"Marshall County, Minnesota",9397,114362,30.5,1864,0.324571672,71849,1314,71849,1314,0.71849,0.01314
"Marshall County, Mississippi",35981,114110,114.9,1865,0.319335205,430077,8727,430077,8727,4.30077,0.08727
"Marshall County, Oklahoma",16226,90973,59.4,1866,0.366079132,144174,842,144174,842,1.44174,0.00842
"Marshall County, South Dakota",4759,28861,8.3,1867,0.174406388,28472,449,28472,449,0.28472,0.00449
"Marshall County, Tennessee",31753,140529,86.9,1868,0.273674928,365936,3995,365936,3995,3.65936,0.03995
"Marshall County, West Virginia",32006,212911,144,1869,0.449915641,232678,4828,232678,4828,2.32678,0.04828
"Martin County, Florida",155719,1395108,385.9,1870,0.247818185,1432955,37315,1432955,37315,14.32955,0.37315
"Martin County, Indiana",10219,76285,40.5,1871,0.396320579,75462,1042,75462,1042,0.75462,0.01042
"Martin County, Kentucky",12175,46358,82.3,1872,0.675975359,77077,1165,77077,1165,0.77077,0.01165
"Martin County, Minnesota",20084,182739,63.8,1873,0.317665804,206116,4106,206116,4106,2.06116,0.04106
"Martin County, North Carolina",23227,129369,111.4,1874,0.479614242,195488,4105,195488,4105,1.95488,0.04105
"Martin County, Texas",5547,58483,12.8,1875,0.230755363,55101,2054,55101,2054,0.55101,0.02054
"Martinsville city, Virginia",13256,109612,122.4,1876,0.923355462,,,,,,
"Mason County, Illinois",13904,158510,82.3,1877,0.591915995,118572,3595,118572,3595,1.18572,0.03595
"Mason County, Kentucky",17167,124052,87.5,1878,0.509698841,104489,1754,104489,1754,1.04489,0.01754
"Mason County, Michigan",28800,211912,128,1879,0.444444444,114756,1928,114756,1928,1.14756,0.01928
"Mason County, Texas",4122,49486,24.9,1880,0.604075691,35780,426,35780,426,0.3578,0.00426
"Mason County, Washington",61569,349669,229.2,1881,0.372265263,197512,2117,197512,2117,1.97512,0.02117
"Mason County, West Virginia",27000,124109,117.2,1882,0.434074074,121893,2312,121893,2312,1.21893,0.02312
"Massac County, Illinois",14594,91543,82,1883,0.561874743,99617,2338,99617,2338,0.99617,0.02338
"Matagorda County, Texas",36744,240953,197.6,1884,0.537774875,326313,12014,326313,12014,3.26313,0.12014
"Matanuska-Susitna Borough, Alaska",101135,714861,267.8,1885,0.264794581,,,,,,
"Mathews County, Virginia",8830,70524,21.5,1886,0.243488109,39038,354,39038,354,0.39038,0.00354
"Maui County, Hawaii",164094,1147054,362.5,1887,0.220909966,216159,3788,216159,3788,2.16159,0.03788
"Maunabo Municipio, Puerto Rico",11297,27890,162.6,1888,1.439320173,,,,,,
"Maury County, Tennessee",87606,443862,218.4,1889,0.249297993,1181751,13276,1181751,13276,11.81751,0.13276
